order_id	rate_detail	rate_num
1.15E+18	司机叔叔很好。新学期我很迷茫。他告诉我要树立小目标。一点点实现。正能量。！不虚此行！	2
5.77E+17	真是不好意思，用了拼车，一时忙没点已经确认上车?	3
5.77E+17	请准时，请下次不要提前十几分钟就点到达，也请不要虚报行程，您没有停错门，我这边手机可以看见您的位置	2
1.15E+18	不好意思，早晨因为临时有事情取消了您的订单滴，	3
5.77E+17	火车晚点半个多钟头，师傅等了半个多钟头，必须好评	3
5.77E+17	大哥人太好了，等我了我好长时间，非常感谢???	2
5.77E+17	飞机晚点到12点左右 一个人从长沙坐到株洲 还好遇到了这个司机 很棒很靠谱，中间取行李还耽误了半个小时，感谢司机。	3
5.77E+17	昨晚到家孩子发烧一直忙着照顾孩子把确认忘了真的非常不好意思！非常感谢您送我到家谢谢啦? ? ?	3
5.77E+17	怎么讲。现在都是这种行情吗？明明车上有人 就是没算拼车。大家赚钱都不容易。	2
5.77E+17	车主人很好，我因为找钥匙耽误了好久，也没有怪我，还送到目的地门口。	2
5.77E+17	车开的又快又稳，因为开会延时还等了我，非常感谢！	3
1.15E+18	我根本没有坐到车，6点开始等到6点30分在马路上等，6点钟我打驾驶员电话说我手机快要没有电了，让他早点，结果没有等到，晕，后来回到家发驾驶员信息跟他说明情况，他回也不回，一点素质都没有。	1
5.77E+17	窗子开着好冷，叫他也不关，音乐声音开的很大，本来想在车上睡下也睡不着	1
5.77E+17	时间很准时，刚好赶到上班！司机很聊得来，期待下一次	3
5.77E+17	特别好说，而且天文地理觉得他是上神。非常讨厌。	1
5.77E+17	迟到40分钟，同行乘客到达目的地，要求司机临时改目的地也照样送，浪费我的时间。	1
5.77E+17	很绅士，主动帮我搬行李，还送到方便我下车的地方！棒棒哒	3
5.77E+17	叫我自己走一公里多去找他，下地下通道，提着26寸超级重的，行李箱走楼梯~好累的~	1
1.15E+18	司机接了客人后因个人原因延迟到达目的地时间。	1
5.77E+17	总觉得眼熟，下车一瞬间想起来像我闺蜜男朋友	2
1.15E+18	不好意思，没收到消息，忘了按确认到达。车主很有礼貌，希望下次有机会继续同行！	3
5.77E+17	姐人很好，讲了许多她经历或者家庭生活的事感觉很有感触	3
5.77E+17	没啥想说的，我一学生自己拿两个箱子赶火车，叔叔给停道对个，我一个人拎着俩大箱子过道	1
1.15E+18	没电话来，不知道车主是来还是不来，白等了这么长时间！	1
5.77E+17	第一次遇到绕绕绕的车主，害我上班迟到，还没到就让我下车自己走路，态度极度不好，还说我定位错误，坐了这么久的滴滴第一次遇到，郁闷	1
5.77E+17	师傅人很好，半路还等我买东西，还是本地通，路熟，还热情介绍附近景点，衷心谢谢师傅	3
5.77E+17	准时到达，有礼貌，车内干净，希望下次在次同途	3
1.15E+18	非常好，我的盆栽倒在后备箱，泥土晒在了垫子上，对于车主新车，很是抱歉！又堵车之类，反正车主很好	3
5.77E+17	私下拼车、硬要接多两个人才走、我付了不拼车的价、我都上车了还让我足足等了快一个小时、差评	1
5.77E+17	上一次回来也是这位师傅接的单，非常有礼貌，主动拿行李让我先去坐，非常有亲和力。	3
5.77E+17	一个特别可爱特别热情的叔叔，还长得很帅！行李有点多，叔叔一点儿没有嫌弃，还帮我找地方放，人特别好！怕我晕车，叔叔跟我聊了一路人生，非常感谢！叔叔，给你点一百个赞！	3
5.77E+17	来接我时车上已经有4个成人1个孩子，还说不是拼车	1
5.77E+17	谢谢大叔，让我在北国风光，感受到家的温暖，谢谢(*°?°)=3	3
5.77E+17	上车不到一公里，忘了拿身份证，叫车主调头，要了20元，坑呀	1
5.77E+17	态度不好电话不打一个，平台上说让我早出发自己迟到十多分钟，等的我都成雪人了	1
5.77E+17	中国好司机  好人 叫帮忙等下带我去车站也很好心答应 还帮忙提行李	2
5.77E+17	非常棒的司机大哥，谈吐风趣幽默，还帮我们拿重行李，最快速度把我们送到目的地，大过节的真是遇到好人了，好评	3
5.77E+17	非常不好意思，定位错了，还非常有耐心找我?	3
5.77E+17	不在目的地接我，电话及车上吵架，对我进行语言攻击，还说不会再拉顺风车，态度非常不好	1
5.77E+17	车主晚了半小时   完全没有意识到重要性   虽然态度还可以	1
5.77E+17	下着大雪停路边了。没有送到车站里。走了200米。衣服都湿了，全身都是雪。	1
5.77E+17	太稳了.........半小时车程开了一个多小时，关键我赶车	1
5.77E+17	车主很准时，人也挺好讲。只是个人不喜欢在市区内还要接其他人。	1
5.77E+17	车主提前到了，开车给力，建议走漪汾桥更省时间	3
5.77E+17	人挺好的  车非常干净  挺稳重的一个人 	2
5.77E+17	非常十分特别热情，准时，驾驶平稳，敬爱的人民教师。	3
5.77E+17	50分钟的路程走了2小时不是因为堵车是因为送了他朋友。呵呵	1
5.77E+17	约的时间和去高铁上车时间很紧，大哥很有责任感，说接了单就一定保证可以到达，让人很有安全感，而且自带导航，双击给个666，哈哈	3
5.77E+17	司机人超级超级好，挑头送到目的地门口，还帮忙拎东西。安静沉稳，要上班迟到了也没有抱怨。	3
5.77E+17	司机人好，再次给我免单，非常感谢，这样的好人给一百个赞，期待再次同行	3
1.15E+18	你们是不是有病，必须要评价吗，不评价还不行？	1
5.77E+17	非常好的司机，正好起晚了 谢谢司机打电话把我叫醒 哈哈	3
5.77E+17	不诚信，利用跨城约车不易，就离出发两小时就来电说不能接，需加红包，这次行程还给60元红包，明显高于不拼车全程费用	1
1.15E+18	让他往左拐，非要往右拐，离我定位还有一点几公里，非说定位地址到了	1
5.77E+17	稳重周到，土生土长的东北老乡，熟知当地情况，非常感谢，棒棒哒	3
5.77E+17	司机师傅服务态度非常好希望下次还能坐到他的车谢谢给你一百分	3
5.77E+17	私下拼车，而且还不顺路，七点半广州出发，凌晨12点半才到家，高速公路油不堵车，接近五个小时的车程	1
5.77E+17	很有责任心的一位师傅，车技也很棒，因为赶时间，所以算是一路狂奔，不过很安全的平安到达了，很感谢哦。	3
5.77E+17	姐姐人特别好，很贴心！大雪天搭她的车，心里暖暖的！	3
5.77E+17	不愿意送到准确位置，还说多锻炼锻炼，我就是因为东西太多才拼的车，也太不会说话了	1
5.77E+17	下雨天，师傅不愿意送到楼下，态度还特别强硬	1
5.77E+17	车主人不错，关键是老乡，老乡见老乡感觉要好些么	2
5.77E+17	司机非常好 下大雨直接下车接到出站口，非常好的体验 点赞	3
5.77E+17	车内整洁，干净，司机驾驶技术很好，人很幽默，服务态度好！为人很热情	2
5.77E+17	服务太度不好，和乘客说怪话，接六个人全部座位满座，拼车费用标准启该是66.3，实际收费为80多，其中乘客取消了定g，最后的为未拼成价，骗乘客。	1
5.77E+17	车内干净整洁，司机师傅幽默风趣亲和力十足，很愉快的一次搭车经历	3
5.77E+17	很准时 但是一路红绿灯比较多 可丁可卯 没迟到	3
5.77E+17	车主存在欺骗行为，明明是拼车，却收不拼车的费用，还要求乘客取消订单付给现金	1
5.77E+17	车主人很好，很有礼貌，帮我拿行李。很愉快的一次搭车。希望以后还能遇见你。	3
5.77E+17	对路不熟悉，比预计上车时间迟到20分钟上车	1
5.77E+17	有人拼车，但我这里还是显示未拼成，我确定另一人已经付过拼车费了	1
5.77E+17	临时有事推迟了一个小时，还在那等我，不好意思。车主人很好，期待下次	3
5.77E+17	车牌不一样，车上爆满还是没拼单成功，说明司机用两个手机注册的。而且脾气感觉不太好，犹豫车上人太多我被挤坏，现在下车还是很难受。	1
5.77E+17	不错不错   司机人很好   没有耽误时间   非常感谢哦	2
5.77E+17	是给我儿子叫的顺风车。车主很准时，安全送达，十分感谢！	3
5.77E+17	中途就把我下了，还没有到啊，做了5个人，一起就6个把我怎安逸了	1
5.77E+17	司机不具备驾驶条件 态度恶劣！不尊重人！语音含攻击性！	1
5.77E+17	司机服务热情，态度非常好，感谢他。? ? ?	3
5.77E+17	态度差劲??????接的位置不对_到的位置也不对_还态度恶劣	1
5.77E+17	谢谢师傅！刚刚还帮忙给孩子把行李送达到目的地	3
5.77E+17	很热情，很开朗，是个好司机！希望还能坐你的车?	3
5.77E+17	特别好的车主，认真负责，不拘小节，非常感谢！	3
5.77E+17	叫的不拼座顺风车 结果付了款了。又去拉人 多花了一个小时	1
5.77E+17	替爸爸订的，非常准时。大雪天非常辛苦，万分感谢	3
5.77E+17	我迟到15分钟，就等我了我15分钟。 特别感谢?	3
5.77E+17	棒棒哒！我还中途停车下去办了点事，有机会下次同行	3
5.77E+17	迟到将近四十分钟，要求取消订单也不取消，非要从微信发红包给我，让我在滴滴上继续行程。	1
5.77E+17	谢谢一路平安把我们送到，还帮我们拿行李，谢谢！	3
5.77E+17	车上有宠物，迟到，送家人，以送家人要迟到为理由不送到目的地	1
5.77E+17	特别棒的司机。耐心。遇到我这个路痴能那么耐心也是难为司机了。非常感谢。	3
5.77E+17	人很好  很热情  主动提出送到超出预计路程的小区里  在大雪纷飞的东北  瞬间感觉温暖如春	3
5.77E+17	态度不好，我们目的地定的差点司机就不乐意了，说话特别难听，	1
1.15E+18	一家人其乐融融，第一次感受到了滴滴浓郁的家庭氛围，很好	3
5.77E+17	加我微信zjh8479.忘了添加感谢费了，不好意思	2
5.77E+17	下次别用车载导航了 多用手机 跟上时代的步伐	2
5.77E+17	态度恶劣 ，没有一点服务态度，车里脏兮兮，开车又超快 ，说了还是特别快。	1
5.77E+17	你是一个非常幽默，风趣，亲和力十足的司机，能够与你同行很开心，对生活也看得非常的淡然，第一次与你交谈就像是和十多年没见过的老友一样，我们无话不谈，最后  希望你生活快乐，好人一生平安。	2
5.77E+17	不认识路一样   服了    这是我从东莞来广州坐的最久的车了   差评	1
1.15E+18	司机老板人很好，驾驶平稳，很不错的一次旅途，谢谢了	3
1.15E+18	实在是不好意思。。到目的地以后忘了点确认了。。。今天又用滴滴才想起来  美女姐姐非常负责  送到了门口	3
5.77E+17	顺风车索要高速费，路不熟，很不开心的体验。	1
5.77E+17	实在非常非常抱歉，确认到达不及时，真的是上班忙忘了	3
5.77E+17	打了这么次顺风车，第一个让我们交隧道费的。。。我和另一个拼友都不想说什么了。。。虚伪	1
5.77E+17	车上还有司机的两位家人，付的不拼车的全款。	1
5.77E+17	第一次坐顺风车挺满意的，司机很亲和，准确无误的送到目的地，很满意！	2
5.77E+17	从绵阳到成都 居然用了我四个小时 我真的多无语的。	1
5.77E+17	小孩收费了还没位置。已经拼车成功不改拼车价格。按未拼成收取费用	1
5.77E+17	非常准时，路上堵车，堵了一个多小时，感谢司机耐心，一直送到家小区里，期待下次同行	3
5.77E+17	哥态度非常好，技术哪是非常流弊。秋名山车神，以后跟着你混了	2
5.77E+17	非常棒！很健谈！一起聊了挺多，丽江本地人！给力！！！	3
1.15E+18	明明是拼车的，车上司机带了个人，系统却显示拼车不成功，贵几块钱，司机搞小动作	1
1.15E+18	还没到时间催乘客  上车   ，没有到达地方让乘客自己走着过去	1
5.77E+17	车上还拉了其它人自己说是朋友，其实根本不是，是乘客，确按照未拼车来收费！	1
5.77E+17	四座的车，加上司机5个人，后座两个位置，坐了3个人，虽然后坐3个人只坐半小时，但还是介意。车上香水味太重了。	1
5.77E+17	我出了不拼车的价格，路上却多上了三个人，给司机说他还态度不好，请客服给个说法	1
5.77E+17	感谢您大雪天出行顺路来接我，热情客气，驾驶平稳，一路顺畅。期待下次同行。	3
5.77E+17	中国好司机，非常有礼貌。期待下次有缘再见。	3
5.77E+17	希望车主正视时间问题希望车主正视时间问题希望车主正视时间问题	2
5.77E+17	第一  我拼车 软件写的是我一个人 但是我上车却看到了另一个人 付的还是我自己的费用 没有减少！ 第二 到了解放碑 还没到目的地 司机叫我两次下车 他说她懒得进去了 自己车子进去出去要饶很大一圈 叫我下车走路 我说你就到我导航地方 他马上不耐烦了！	1
5.77E+17	迟到了也不提前跟我沟通！！害我等好久 车上安全带不能用 还闯红灯	1
5.77E+17	开车挺稳的，遵守交通规则，好心还捎带我一段，谢谢老板。	3
5.77E+17	我选的不拼座，不知道为何上车的时候车上还有另外两个人。	2
5.77E+17	人好，车好，技术好，关键司机姐姐漂亮，车内饰方面也非常好，坐了就知道了	2
5.77E+17	哈哈叔叔人很友好，也挺主动帮忙提东西什么的，车开得很平稳，奈斯！奈斯！奈斯！	3
5.77E+17	带错人，一直等，然后耽搁好多时间，希望司机带客时能核对客人信息，不要再带错人了。	1
5.77E+17	带错地方了，去欢乐谷居然带我到其他地方也是懒得说了。唉。不认识路就不要带吖	1
5.77E+17	居然让我们走了一千米坐车，下车也是走了几百米，明明可以过来的，这司机好懒，怕麻烦	1
5.77E+17	本来8点40发车等到了9点还不上高速上高速费还要我出高速上经常急刹车，最后高速费便宜5角钱都不便宜这哪是顺风车这不是营运车了么态度太不好了	1
5.77E+17	不守时，不按时到出发地，打了几个电话催，还说是什么刚接到单！	1
1.15E+18	一个很好的人，特别善良，耐心的等我买东西，然后看我离定位地点有点远，顺路拉我去的	2
5.77E+17	安全到达目的地:虽然路程很远！老司机驾车平稳，把信用放第一，服务周到、很满意值得信赖。	3
5.77E+17	车内有严重异味 差点熏晕  给我朋友熏的晚上都没吃饭	1
5.77E+17	上车非说我没点上车，给他看扣款记录了，他也不肯，非说我没给钱，和我一直吵，上车已经有2个乘客了，非常糟。	1
5.77E+17	提前沟通了，还是迟到十分钟，就因为这十分钟，多排了20人，等了半个多小时，错过一个项目检查，期间也打过两个电话催，告诉我出发了，可是我这边能看到定位啊，出发没出发我能看到啊，昨晚说不能迟到，如果如果做不到可以让我取消单子都没关系，希望司机师傅靠谱一点，现在年轻人时间观念已经很好了，不要觉得还是以前，拖拖拖	1
5.77E+17	这位司机 为了我的人身安全着想不要一边开车一边打电话好吗  多加我十块钱也就算了 开个车窗啊不乐意全程八十码牛勒	1
5.77E+17	好师傅，开车平稳，在内干净清新，希望下次在遇	3
5.77E+17	车辆行驶平稳，服务态度好，一路聊得很开心。司机大哥很幽默，下次有机会一定再坐他的车！愉快的一次拼车路程。	3
5.77E+17	司机人很好，车技又好又稳，期待下次有机会再坐您的车	3
5.77E+17	我个子高  坐在后排直不起腰  一路手撑着座位	1
5.77E+17	司机挺对得，等了那么久。。。我都不好意思的咯	3
5.77E+17	找不到地点就不要接单啊拼车还告诉别人说是朋友绕来绕去的	1
5.77E+17	您好，我的武汉通卡好像遗失在您车上了，请问您有捡到吗？有的话联系我一下，谢谢。	2
5.77E+17	已拼成客！并先绕路送别人，造成十一点多才到徐州医学院附属医院	1
5.77E+17	晚了15分钟接我，弄的我上班迟到，而且在快速上还按手机，旁边就是一间大车，有点危险驾驶了	1
5.77E+17	边开车边在平台上寻找乘客，完全不顾安全，也是一个没有礼貌的出租车司机	1
5.77E+17	很好的一位大姐(??????????)啦啦啦	3
5.77E+17	车主车上非常干净，而且态度特别的好，期待下次车主还能接到我的单，特别满意	3
5.77E+17	第一次使用顺风车，这个司机。服务太好啦，长得太帅了。	3
5.77E+17	路线不熟，还不耐烦，不想送到目的地，不想送就不要接单啊	1
1.15E+18	为了省高速费绕道走低速，140公里开了四五个小时	1
5.77E+17	不要说话动不动拍女孩的腿，第一次坐顺风车就可以，	1
5.77E+17	车主人很好哦，赞一个赞一个，谢谢你谅解我的迟到，好人一生平安	3
5.77E+17	目前打顺风遇到最好的司机了，赞一个?，非常有礼貌。	3
5.77E+17	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	3
5.77E+17	不好意思，手机网速不好！刚才没找到我以为自动确认了谢谢	3
5.77E+17	太没有时间观念！比预定时间晚了四十多分钟！	1
5.77E+17	特别暖心的司机，还帮我抬上抬下那么重的书，感谢	3
5.77E+17	美女姐姐很好，下雨天没带伞，直接送我到楼下	3
5.77E+17	中国五星级车主  期待下次合作  赞赞赞有赞必回	3
5.77E+17	十足的帅哥一枚，幽默风趣，期待下一次再搭你的顺风车哟?	3
5.77E+17	开车太慢了 从赤壁开到武汉开了四个小时 我的高铁都没赶上 我不明白他在怎么开车 我真的很不明白 我现在在武汉一点办法都没有 今天的票也没有了 我忍不得这个滴滴司机了兄弟	1
5.77E+17	不懂路就不要接单，半个小时的路程走了一个半小时	1
5.77E+17	收了五块钱现金，说是高速费，明明之前问他说就走高速的	1
5.77E+17	人好，健谈，车内干净整洁，主要是车主很帅。哈哈哈。	3
5.77E+17	(?????)好！Oh very good.	2
5.77E+17	准时到达，司机是个胡子帅哥！有男人味的那种！	3
5.77E+17	车主人非常不错，而且非常准时对于出行没有造成任何延误，非常棒！	3
5.77E+17	驾驶技术非常好，对路也非常熟悉，为你点赞?	3
5.77E+17	开车很稳，大叔还给了我一瓶水喝，很和蔼的一位！	3
5.77E+17	这么多人居然显示不拼车？？我妈回来就说了坐了三个拼车的，刚上车还叫我先确认到达目的地	1
5.77E+17	等不上车没坐，一直取消不了，超时了，然后联系车主，车主也说取不了，等于没坐车却付了车费。	1
5.77E+17	我打的是不拼车，但是绕路带了别的人。态度还可以	1
5.77E+17	感谢师傅从九院接我，车行平稳送我到北郊。谢谢！	3
5.77E+17	专业司机，并非顺风车，用两个号同时接了4个人，但态度尚好，不过个人不喜欢这样的	1
5.77E+17	帮人约的车，司机是个年轻小伙，很热情，尤其要点赞的是神准时，约的8点30分，一分不差到约定地点，就喜欢这样的车主。然后全程高速，3个小时到达目的地，爽快。	2
5.77E+17	迟到很久 出于礼貌也得准时到达 就算不行也一个电话没有 在寒风中等了很久	1
5.77E+17	不招人喜欢，说话带刺，开车和女朋友聊天，我等他很久，很照顾他，这人不领情，不懂感恩！不适合滴滴	1
5.77E+17	等了很久很久 一个小时 然后司机还不知道路 走了好久好久 一个半小时的路程走了两三个小时 黄花菜都凉了 很迷 我很生气！！！	1
5.77E+17	态度超级好，因为自身原因耽搁了时间，幸好司机一直等着，非常感谢?	3
5.77E+17	感谢师傅又见到你，谢谢中国好司机? ? ? ? ? ?	3
5.77E+17	完全不熟悉道路，常走错，不考虑顺路，还商量要先送达更远的客人，极其可怕的会导致人为严重迟到！！！	1
5.77E+17	师傅服务好，态度好。老师机一个。值得拥有。。	3
1.15E+18	两个人坐车，不在同一位置，好几遍没找到。车主态度一直很好	3
5.77E+17	哪里都非常好   vevry good!!!	2
5.77E+17	师傅开车超级稳，亲和力很足，期待再次乘坐，很感谢	2
5.77E+17	感觉司机人蛮好的，不小心输错了地址，还帮我联系下一位司机	2
5.77E+17	司机人很好  我因事迟到一会他很有耐心等待  十分感谢司机	2
5.77E+17	超级无语，路况不熟，接人不知道先接哪个，耽搁时间特长，软件又不熟，手机又卡，在那弄确认到达目的地的时候就弄了将近十分钟，我从井岸上车时间是九点三十八分，去接人，再次经过到了十点十分左右，反正我到店就是十一点二十多分，迟到一个小时，真的是被扣的钱比车费多出来两倍	1
5.77E+17	一对特别可爱有礼貌的小哥哥 说话声音好听 还给了我水和糖	3
5.77E+17	一个很会生活的时尚魅力达人，很有亲和力，谢谢你的顺风	3
5.77E+17	非常感谢师傅耐心多等候了很久很久 聊的很开心 希望下次同行	3
5.77E+17	挺好的，我怀孕了让司机开，他都开的比较慢比较大稳，刚才不小心点了，以为是说有个单没完成	1
5.77E+17	多要钱，我也没拼车，下次不坐了，从来没听说多要钱这一回事，也没半路去别的地方，	1
5.77E+17	辛苦啦 态度非常好 很细心  担心我们找不到特意走路来接?	3
5.77E+17	司机师傅态度非常好，非常准时，期待下一次的同行。	3
5.77E+17	司机师傅开车特别平稳，大雪天直接送到楼下，非常感谢！	3
5.77E+17	十一点的动车 定的九点二十从云阳出发 结果十点过十分都还在云阳转 因为他自己约了其他乘客 各种等别的乘客 一个车拼了五个人 最后害我没有赶上动车 呵呵醉了 还说自己听错了以为是一点的动车 明明上车我还确认了一遍说自己是十一点的动车 本来又是高峰期 票根本买不到 不知道这种损失应该谁来承担！	1
5.77E+17	司机师傅非常细心，人很和气，做事稳重，期待下次合作，再次感谢	3
5.77E+17	可能市区路线不熟悉，在市区时间逗留长了一些，总体来说，还是感谢司机吧	2
5.77E+17	哥哥人特别好，还送了小挂件作为新年礼物，感谢感谢??	3
5.77E+17	车主人很好 妈妈瘫痪身体不好 主动帮助我搬轮椅 非常感谢 好人有好报	3
5.77E+17	技术熟练，服务态度好，开车平稳，下车帮我拿行李箱，非常绅士。	3
5.77E+17	我搭的顺风车，系统提示是未拼车，但上车后发现车上已有两个人，上车后司机没有	1
5.77E+17	司机服务态度好，车内整洁，驾驶平稳，认路会导航，是个好司机	2
5.77E+17	车主人很好、善解人意、我的脚扭了车主听说后、特意把车停到了我家门前的方便上车的位置、给我提供了很大的方便、感动、中国好车主、期待下次有机会再次通行	3
5.77E+17	过路费除外  还要我加50元  感觉非常不好	1
5.77E+17	约的是7点，结果8点才接到人，迟到严重，还拼了那么多人，到家都10点了。足足3个钟。以前都只要1个钟。严重差评。	1
5.77E+17	司机师傅棒棒哒，我们迟到了几分钟，也耐心等待，而且很有礼貌哟，车内整洁。	3
1.15E+18	超级好，第一次被送到宿舍楼下哈哈，天知道我的宿舍有多远	3
5.77E+17	非常好的帅哥，行李多，帮忙折腾，五分大好评。	3
5.77E+17	司机人不错，帅气，热情下次有机会还会选择他！	2
5.77E+17	在深圳坐滴滴这么久这位司机师傅是最好的也是最棒的师傅！谢谢你的热情！祝你天天开心	3
5.77E+17	上完车，然后说让我们交过路费，从来没有遇到过这个情况。	1
1.15E+18	司机热情，提前到接车，车内干净卫生，安全舒适。	3
5.77E+17	司机特别认路 感谢司机 不然我都找不到地方 哈哈	3
5.77E+17	师傅服务态度很好，也很热情，期待下一次乘坐	2
5.77E+17	自己看错道了，让我步行多走了一公里多才能上车，上班都迟到了！！！	1
5.77E+17	呵呵呵呵还是你 你都有女朋友了 为什么还要追求我 是你的女朋友不够漂亮吗 不够可爱吗！！！！！！ 我觉得你的女朋友世界第一可爱好吗 ！！ 好好对她吧zz玩意	2
5.77E+17	很贴心的小哥哥。我迟到了让他多等等也没有抱怨，	3
1.15E+18	系统都显示走高速，却不走高速的。。。没下次	1
5.77E+17	准时，有礼貌，车内整洁，话不多，开车平稳。	3
5.77E+17	拿着中级驾照的老司机，开着板车在公路上飞驰，剃刀都跑不过他，6666	3
5.77E+17	师傅真是个好师傅，我钱包掉车上了，师傅立马给我送了回来，真心谢谢	3
5.77E+17	下车行李箱都不帮提。还开到地下车库，差点没误车。	1
5.77E+17	明明拼车成功，司机让那人取消订单，害我多给五块钱。还假装不知道！	1
5.77E+17	私下带了两个人，和我打电话不说清楚，收的还是我未拼成的价格，我想和他商量就直接催我确认上车了。	1
5.77E+17	明明一路有顺风的人在车上 都是拼的车 价格还是没有拼成的那种	1
5.77E+17	态度十分恶劣，完全没有时间观念，比乘客还凶，半个小时的车程，从七点半走到九点，确实不的了，而且显示的未拼车结果坐满了	1
5.77E+17	非常感谢司机大哥。给我送到后还又送我朋友去另一个地方，非常暖心的大哥，谢谢！	3
5.77E+17	本来不是拼车的，结果和别人一起坐的，想想价格还是就算了吧，别的服务很好	2
5.77E+17	车上明明有两位乖客收了我没拼成车的价格，坑人。	1
5.77E+17	司机态度极其恶略，下雪天还让我们四个人走过去，还有两个老人，下车着急就走，差点没把老人刮倒了，这是什么素质！	1
5.77E+17	订好的时间 说快到了 到楼下等待结果说等一个小时，然后取消了我的拼车。太没信任度了。	1
5.77E+17	司机人很实在，准时，驾驶技术好，车辆干净整洁	3
5.77E+17	车主人很好，我晚点了也耐心同车友一起等我，	3
5.77E+17	挺快的，没耽误我的行程，比公交车方便多了，感谢	3
5.77E+17	师傅人很好，很准时，我飞机晚点了会，师傅耐心等了我。驾驶技术杠杠滴！很快就到家了，专业！赞赞赞?	3
5.77E+17	明明一个小时左右的车程，却将近开了2个小时	1
5.77E+17	司机的开车技术实在是太差了，做了那么多车，第一次坐车坐到头晕脑胀，私下拼车害得我迟到了，很不满意，	1
5.77E+17	特别好，从火车站出来找路找就好久，时间都过了好久也没有不耐烦还特意回来接我们，必须好评	3
5.77E+17	挺善谈，人很好。在左转车道左转比较合适哟。	3
5.77E+17	上海到苏州开了三小时 进学校也不进态度不好	1
5.77E+17	顺风车不让拼车，强制要求到达目的地，付不拼车的价格，一车坐满人才出发，请核实！	1
5.77E+17	司机大哥人特别好！！能碰到他好幸运！为了方便我买东西，还特地绕路，很感动！	3
5.77E+17	司机态度非常好，我定位的位置变了，司机依然来接我，谢谢，车技也非常好	3
5.77E+17	下次出发早一点，人多尽量不要接单了，人多行动比较慢	2
5.77E+17	态度不好，不愿意送往目的地，还要求我上车就付款	1
5.77E+17	车主人很好，很准时，服务态度也好，如有机会下次再坐你的车！	2
5.77E+17	超棒 一个帽子忘拿了 车主特地帮我送过来！！	2
5.77E+17	真诚的感谢您一路对孩子们的关心与照顾，辛苦您了！谢谢帮助！	3
5.77E+17	絮叨，不想跟他说话，还总是问，你不安我指的路走就算了，还总是认为自己走的是最近的，这么大的雪，竟然没换雪地胎，还说没事，真是胆战心惊啊	1
5.77E+17	很棒，丢了东西马上联系到师傅然后解决了这个事情，五星好评	3
5.77E+17	没仔细看脸 晚上回家的时候困了? 听声音很好听 然后我有脸盲症 但是聊天很开心 期待下次还可以搭顺风车回家 哈哈	3
5.77E+17	宇宙第一帅好好人._乐于助人。精神是每个人地球人需要学习的精神	3
5.77E+17	我坐车支付车费，没说要付过路费，以后不希望再一起啦。	1
5.77E+17	不但是不准时，晚了20分钟，上班时间晚了。又不可能临时叫车。更重要的是没有通知会晚的事，在小区门口白等了十五分钟，今天下雨！。。耽误别人上班。前一天晚上也不会信息。70后那么差，以后不会再选择！果然信用值超级低有原因的，还狂让我确认确认，着急个什么！	1
5.77E+17	一个特别漂亮有气质的美女，还特别善良，被我们遇到好幸运，车内超级干净，驾驶平稳，非常非常感谢车主的帮忙，期待再次同行	3
1.15E+18	车主迟到了半个小时 开车太慢 一个小时的路 开了两个半小时	1
5.77E+17	一般，脚痛，连往前开点都不愿意，也很好掉头的，很无语	1
5.77E+17	不知道啥原因，反正花了太久的时间，耽误了事情	1
5.77E+17	每天早上上班都可以一起了。再不用挤公交了。真好	3
5.77E+17	乱收取费用，时间不及时，乱接客，收取不拼车费用，	1
5.77E+17	先我加微信，然后打电话让我取消，说给现金，现在直接拉黑，这种人不合适跑滴滴	2
5.77E+17	拼个车一直等人_影响我行程安排，推迟20分钟。	1
5.77E+17	行车过程中多次接电话 说接单接错了地点的单 先接儿子 这倒也没事 服务态度一般	1
5.77E+17	特别感谢！在我上班前把我送到，不是我不看车牌号，是打车这么久头回坐这个	2
5.77E+17	话都说不清，很简单的事搞那么复杂，撒币司机	1
5.77E+17	车主对人友善，技术过硬，还送了我们很远，非常的热心！	3
5.77E+17	庆幸每次出门有点儿小墨迹的我，每次都会遇到这么有耐心的小哥哥，啊哈哈〜  旺年大吉！	2
5.77E+17	车牌车辆否合实际，同乘乘客评价实属无中生有，请核实。	3
5.77E+17	司机人很好，还帮忙搬行李，期待下次还能遇见！	3
5.77E+17	我家宝宝的牛奶她放在车后座了，麻烦师傅帮忙丢一下，不好意思了忘记拿走	3
5.77E+17	上车还载着自己家人，并且先送自己家人，收费按照不拼车价	1
5.77E+17	小程序说没有拼车的，整只车都拼满了，我多交了钱不算还迟到了。	1
5.77E+17	很好的车主，有机会还要做你开的车，司机很好车上非常干净	3
5.77E+17	我们俩人按照约定时间到达约定地点以后 司机他私下拼车等其他乘客不仅让我们跟着在约定地点等了半个小时 还收取了未拼车的费用 找司机询问为何在车上还有两名乘客的前提下仍收取未拼车价钱 司机还言辞凿凿的说不坐可以下去⋯他说了好久我们也不想计较 之前已经为了上车等了半个小时 难道还要下车再重新打一次车?实在无暇与他争辩 只好付了未拼车的价钱	1
5.77E+17	太迟啦⋯⋯先延迟半小时，然后延迟半小时之后再迟到半小时。最后还开着个破了车胎的车转了半天去修车，就这么浪费了2小时时间。	1
